#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_103_length_305_cov_60.232456	231	305	(Phe)CatB4	443-517/549	............===	0/0	13.66	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_13_length_198645_cov_124.049248	114708	116609	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	81.39	argannot	CP002291:664439-666340	(Bla)Penicillin_Binding_Protein_Ecoli
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_168_length_153_cov_94.381579	76	153	(Phe)CatB4	441-518/549	............===	0/0	14.21	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_34_length_45679_cov_175.431757	5597	6478	(Bla)KPC-2	1-882/882	===============	0/0	100.00	100.00	argannot	JN048642:127-1008	(Bla)KPC-2
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_34_length_45679_cov_175.431757	44789	45313	(AGly)Sat-2A	1-525/525	===============	0/0	100.00	100.00	argannot	X51546:518-1042	(AGly)Sat-2A
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_34_length_45679_cov_175.431757	45603	45679	(Phe)CatB4	443-519/549	............===	0/0	14.03	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_44_length_26379_cov_69.480002	345	1181	(AGly)StrB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)StrB
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_44_length_26379_cov_69.480002	1181	1984	(AGly)StrA	1-804/804	===============	0/0	100.00	99.88	argannot	AB366441:22458-23261	(AGly)StrA
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_44_length_26379_cov_69.480002	2045	2860	(Sul)SulII	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)SulII
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_49_length_17551_cov_99.987295	9554	10414	(Bla)SHV-11	1-861/861	===============	0/0	100.00	100.00	argannot	HM751098:1-861	(Bla)SHV-11
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_55_length_9386_cov_56.920614	1	481	(Tmt)DfrA12	18-498/498	===============	0/0	96.59	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/genomes2/Hemo_736/SPADES/scaffolds.fasta	NODE_55_length_9386_cov_56.920614	901	1680	(AGly)AadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)AadA2
