#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_13_length_1161_cov_55.214700_component_1	140	1000	(Bla)TEM-105	1-861/861	===============	0/0	100.00	99.88	argannot	AF516720:215-1075	(Bla)TEM-105
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_14_length_713_cov_253.482935_component_1	607	713	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_3_length_43223_cov_56.985428_component_1	3091	3972	(Bla)KPC-2	1-882/882	===============	0/0	100.00	100.00	argannot	JN048642:127-1008	(Bla)KPC-2
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_3_length_43223_cov_56.985428_component_1	42283	42807	(AGly)Sat-2A	1-525/525	===============	0/0	100.00	100.00	argannot	X51546:518-1042	(AGly)Sat-2A
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_3_length_43223_cov_56.985428_component_1	43097	43203	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_8_length_4237_cov_61.564477_component_1	21	129	(Phe)CatB4	441-549/549	............===	0/0	19.85	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_8_length_4237_cov_61.564477_component_1	1446	1503	(AGly)Aac3-Ib	1-58/531	==.............	0/0	10.92	100.00	argannot	L06157:555-1085	(AGly)Aac3-Ib
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_8_length_4237_cov_61.564477_component_1	1508	2005	(Tmt)DfrA12	1-498/498	===============	0/0	100.00	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_8_length_4237_cov_61.564477_component_1	2425	3204	(AGly)AadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)AadA2
/home/murilo/plasmids2/MI_306/contigs.fasta	NODE_8_length_4237_cov_61.564477_component_1	3709	4237	(Sul)SulI	1-529/840	==========.....	0/0	62.98	100.00	argannot	AF071413:6700-7539	(Sul)SulI
