#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_107_length_13870_cov_45.780396	5890	9042	(Flq)OqxBgb	1-3153/3153	===============	0/0	100.00	100.00	argannot	EU370913:47851-51003	(Flq)OqxBgb
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_107_length_13870_cov_45.780396	9066	10241	(Flq)OqxA	1-1176/1176	===============	0/0	100.00	100.00	argannot	EU370913:46652-47827	(Flq)OqxA
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_109_length_12919_cov_499.849790	2452	3927	(MLS)MsrE	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)MsrE
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_109_length_12919_cov_499.849790	3983	4867	(MLS)MphE	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)MphE
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_12_length_198141_cov_45.724892	81533	83434	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	81.39	argannot	CP002291:664439-666340	(Bla)Penicillin_Binding_Protein_Ecoli
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_130_length_8622_cov_28.639555	100	855	(AGly)RmtB	1-756/756	===============	0/0	100.00	100.00	argannot	AB103506:1410-2165	(AGly)RmtB
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_130_length_8622_cov_28.639555	4560	5735	(Tet)TetG	1-1176/1176	===============	0/0	100.00	100.00	argannot	AF133140:757-1932	(Tet)TetG
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_130_length_8622_cov_28.639555	5839	6447	(Tet)TetR(G)	1-609/633	===============	0/0	96.21	98.52	argannot	S52438:113-745	(Tet)TetR(G)
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_130_length_8622_cov_28.639555	6673	7886	(Phe)FloR	1-1214/1215	===============	0/0	99.92	86.74	argannot	AKLJ01000508:383-1597	(Phe)FloR
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_130_length_8622_cov_28.639555	8546	8622	(Sul)SulI	453-529/840	........==.....	0/0	9.17	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_134_length_7562_cov_5.856914	6079	6758	(Flq)QnrB1	1-681/681	========/======	1/1	99.85	99.85	argannot	DQ351241:1-681	(Flq)QnrB1
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_134_length_7562_cov_5.856914	7487	7562	(Phe)CatB4	443-518/549	............===	0/0	13.84	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_139_length_6750_cov_36.452870	1	77	(Phe)CatB4	443-519/549	............===	0/0	14.03	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_139_length_6750_cov_36.452870	147	1052	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_139_length_6750_cov_36.452870	6363	6750	(Sul)SulI	453-840/840	........=======	0/0	46.19	100.00	argannot	AF071413:6700-7539	(Sul)SulI
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_13_length_197920_cov_72.677168	186999	188016	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	90.86	argannot	NC_010410:1803480-1804499	(Bla)BlaA1
/home/murilo/genomes2/MI_78/SPADES/scaffolds.fasta	NODE_143_length_5843_cov_30.557405	4873	5733	(AGly)Aac3-IId	1-861/861	===============	0/0	100.00	99.88	argannot	EU022314:1-861	(AGly)Aac3-IId
